Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
BTC,16/10/20,11504.54901,11433.45754,11610.2504,11291.89809
BTC,17/10/20,11355.16044,11511.9022,11544.48601,11227.07106
BTC,18/10/20,11358.70638,11329.99473,11410.16368,11282.94789
BTC,19/10/20,11471.00255,11368.41235,11486.98541,11356.17416
BTC,20/10/20,11776.593,11514.6451,11825.64774,11419.08229
BTC,21/10/20,11936.36291,11754.18203,11993.92588,11693.78394
BTC,22/10/20,13102.93446,11920.41139,13109.16597,11900.21384
BTC,23/10/20,13140.66928,12801.68807,13192.25287,12697.45705
BTC,24/10/20,12933.82357,12980.8801,13029.96389,12731.05779
BTC,25/10/20,13081.67256,12929.8494,13168.33883,12877.93801
BTC,26/10/20,13008.45326,13115.83352,13342.75028,12906.70059
BTC,27/10/20,13033.52427,13038.91554,13243.9959,12811.54603
BTC,28/10/20,13721.28222,13069.23614,13756.3317,13062.40879
BTC,29/10/20,13282.26035,13647.57292,13847.53352,12894.89932
BTC,30/10/20,13467.73178,13280.36559,13640.13894,12994.98437
BTC,31/10/20,13573.7105,13461.38352,13667.74723,13134.48008
BTC,01/11/20,13891.21683,13574.92722,14093.05295,13438.93538
BTC,02/11/20,13730.19731,13810.64198,13907.31295,13641.54034
BTC,03/11/20,13633.69822,13768.95676,13837.85118,13270.20734
BTC,04/11/20,13832.93841,13565.13068,13842.47454,13301.61195
BTC,05/11/20,14163.97682,14014.73488,14257.52971,13582.4022
BTC,06/11/20,15424.52768,14156.60864,15494.57817,14104.90209
BTC,07/11/20,15540.59659,15607.5055,15971.64142,15202.76451
BTC,08/11/20,14783.98168,15603.25854,15764.1047,14330.68183
BTC,09/11/20,15500.33425,14820.43647,15657.12904,14711.54819
BTC,10/11/20,15283.78014,15481.90608,15810.77379,14845.79176
BTC,11/11/20,15374.04439,15327.58839,15448.41275,15092.3898
BTC,12/11/20,15820.49524,15316.74901,15973.07608,15294.29332
BTC,13/11/20,16253.31027,15701.8651,16348.4628,15474.76108
BTC,14/11/20,16347.04492,16302.8428,16487.48815,15971.1428
BTC,15/11/20,15991.83302,16329.79889,16333.51314,15718.88879
BTC,16/11/20,15918.08013,16078.97001,16167.39692,15792.77908
BTC,17/11/20,16752.00299,15969.51601,16885.58019,15881.70385
BTC,18/11/20,17593.48641,16718.59966,17831.23118,16560.99963
BTC,19/11/20,17834.63653,17672.65284,18358.97625,17283.49485
BTC,20/11/20,17954.85801,17786.21258,18170.83027,17381.23626
BTC,21/11/20,18612.87067,17823.3433,18813.40769,17762.92882
BTC,22/11/20,18591.8566,18666.58022,18964.64351,18368.28996
BTC,23/11/20,18629.99554,18683.8472,18732.99132,17806.2676
BTC,24/11/20,18469.20047,18405.5557,18752.16004,17990.11089
BTC,25/11/20,19045.73647,18370.21961,19392.90868,18059.26543
BTC,26/11/20,18746.93481,19136.08297,19391.46366,18640.64218
BTC,27/11/20,17187.40628,18719.20716,18908.63553,16242.70294
BTC,28/11/20,17023.9614,17180.71873,17482.2001,16489.30267
BTC,29/11/20,17814.78028,17159.1095,17901.38262,16906.1761
BTC,30/11/20,18114.41435,17742.82304,18356.31323,17545.19622
BTC,01/12/20,19382.36059,18201.27725,19850.11449,18201.27725
BTC,02/12/20,18980.97745,19677.98984,19920.53426,18171.75051
BTC,03/12/20,19184.89785,18796.74864,19357.16459,18360.23172
BTC,04/12/20,19464.5317,19220.59015,19607.85534,18899.48869
BTC,05/12/20,18813.12476,19441.5588,19539.86235,18717.12493
BTC,06/12/20,19045.02027,18668.15855,19200.79191,18518.85142
BTC,07/12/20,19113.9334,19162.26446,19347.62491,18927.29956
BTC,08/12/20,19107.5998,19373.44523,19433.09749,18931.5713
BTC,09/12/20,18682.45783,19177.92617,19299.04708,18630.74248
BTC,10/12/20,18543.00705,18320.23313,18618.96013,17640.56207
BTC,11/12/20,18359.4766,18557.45291,18565.21617,17904.06899
BTC,12/12/20,18137.31937,18255.77375,18293.55273,17593.1721
BTC,13/12/20,18882.26017,18040.17062,18956.34444,18029.14317
BTC,14/12/20,19060.2769,18822.50994,19408.67465,18726.84709
BTC,15/12/20,19251.224,19161.13847,19323.16531,19015.68597
BTC,16/12/20,19443.47635,19264.6703,19552.37198,19053.34247
BTC,17/12/20,21310.65626,19433.14137,21447.52385,19293.29896
BTC,18/12/20,22895.97624,21351.25481,23770.84657,21248.36533
BTC,19/12/20,23008.77626,22819.5589,23261.25288,22357.60765
BTC,20/12/20,23890.82265,23126.60677,24122.67327,22781.87678
BTC,21/12/20,23537.36989,23829.2848,24273.0415,23085.95477
BTC,22/12/20,23177.271,23476.0875,24081.05309,21960.19135
BTC,23/12/20,23433.98076,22729.65929,23629.40446,22384.12785
BTC,24/12/20,23224.45414,23791.56529,24086.95066,22644.56106
BTC,25/12/20,23623.88553,23228.90909,23737.75715,22716.17417
BTC,26/12/20,24581.00617,23726.191,24627.29791,23422.31033
BTC,27/12/20,26381.29623,24708.20678,26750.87995,24497.41087
BTC,28/12/20,26389.29026,26447.70807,28352.62782,25759.06861
BTC,29/12/20,26718.02946,26226.06613,27447.55138,26046.62558
BTC,30/12/20,26975.72956,27038.73568,27169.22556,25875.04979
BTC,31/12/20,28768.83621,27349.32723,28928.21439,27349.2832
BTC,01/01/21,29111.52157,28872.82977,29280.04533,27916.62506
BTC,02/01/21,29333.60512,28935.81098,29601.5949,28753.41231
BTC,03/01/21,32154.16736,29353.64061,33064.67353,29012.92789
BTC,04/01/21,33002.53643,32074.10661,34452.08034,31885.58162
BTC,05/01/21,31431.61228,32788.58345,33358.39935,28154.1103
BTC,06/01/21,34433.60651,31991.92686,34435.41748,29948.65363
BTC,07/01/21,36275.75635,34001.34476,36461.69177,33351.02812
BTC,08/01/21,39713.50786,36806.41976,40324.01403,36356.43076
BTC,09/01/21,40519.4486,39420.8007,41962.36213,36741.33018
BTC,10/01/21,40258.92399,40558.10212,41375.43068,38766.27616
BTC,11/01/21,38709.76537,40096.3332,41186.52343,34897.55047
BTC,12/01/21,34409.64238,38132.53579,38204.75441,30305.30005
BTC,13/01/21,34214.61026,35432.85914,36566.90906,32538.94117
BTC,14/01/21,37017.0075,34070.32562,37798.8601,32470.58526
BTC,15/01/21,38435.86351,37373.16196,40066.31976,36770.79512
BTC,16/01/21,36751.58497,39127.67852,39673.0723,34425.48794
BTC,17/01/21,36016.77961,36752.77118,37943.51217,35398.86752
BTC,18/01/21,36375.81138,36016.75309,36840.13285,33870.13838
BTC,19/01/21,36346.6095,35847.83342,37440.40401,34816.28925
BTC,20/01/21,36577.51965,36639.98591,37876.15893,36136.53557
BTC,21/01/21,35004.53263,35909.43225,36409.7086,33430.82199
BTC,22/01/21,30606.18268,35491.42392,35612.7372,30077.27896
BTC,23/01/21,33368.36593,30844.83315,33873.77299,28845.31148
BTC,24/01/21,32070.09743,33000.44664,33501.24845,31451.2963
BTC,25/01/21,32285.72613,32107.39182,33088.54855,30987.70386
BTC,26/01/21,32500.25596,32297.50417,34893.98402,31949.28237
BTC,27/01/21,32324.55565,32270.82562,32770.80461,31062.54953
BTC,28/01/21,30534.99937,32497.84846,32570.2815,29452.78559
BTC,29/01/21,33408.21834,30426.0844,33481.48542,29921.96008
BTC,30/01/21,34842.55739,33424.59559,38468.07829,31984.00892
BTC,31/01/21,34622.37323,34265.37666,34920.29115,32945.36998
BTC,01/02/21,33087.36986,34304.23451,34373.73401,32229.54518
BTC,02/02/21,33613.32076,33138.77651,34715.65573,32341.98991
BTC,03/02/21,35632.90195,33525.28825,36008.31082,33437.74691
BTC,04/02/21,37397.42636,35519.70777,37505.30371,35416.73178
BTC,05/02/21,37256.25211,37645.94564,38731.08795,36207.49431
BTC,06/02/21,37851.59659,36970.81227,38332.41692,36637.64562
BTC,07/02/21,40302.79979,38305.27539,40999.04684,38233.72667
BTC,08/02/21,38461.6814,39253.22773,39698.0659,37388.34169
BTC,09/02/21,44716.68547,38853.29945,44981.86,38036.28325
BTC,10/02/21,46674.85169,46433.48964,48226.25089,45058.069
BTC,11/02/21,45237.47569,46512.99056,47374.35591,43886.27604
BTC,12/02/21,47500.89752,44859.84767,48600.63193,44070.72706
BTC,13/02/21,47884.18286,47992.62291,48925.53448,46550.14795
BTC,14/02/21,47005.19065,47405.55715,48189.77799,46333.57366
BTC,15/02/21,49151.16758,47231.13334,49716.43638,47105.17175
BTC,16/02/21,48125.9922,48654.83072,49037.91611,45926.25155
BTC,17/02/21,48840.41447,47944.48497,50584.84895,47088.83608
BTC,18/02/21,52165.30256,49186.33387,52621.83507,48990.89519
BTC,19/02/21,51728.5088,52146.00339,52532.29712,50971.74318
BTC,20/02/21,55719.20436,51598.14371,56283.54984,50821.47282
BTC,21/02/21,54801.64864,55917.03918,57487.02831,54039.67392
BTC,22/02/21,57128.64261,55913.35145,58332.36462,55531.5507
BTC,23/02/21,54181.91465,57453.35801,57535.86348,47780.74958
BTC,24/02/21,48172.87748,54124.53909,54180.23218,45047.78286
BTC,25/02/21,48745.43298,48923.03508,51413.61356,47032.52426
BTC,26/02/21,48291.41208,49746.65163,52076.31772,47501.6748
BTC,27/02/21,45752.11492,47135.55173,48453.73863,44279.44954
BTC,28/02/21,46642.60608,46326.82407,48353.001,46207.70578
BTC,01/03/21,45092.80657,46204.05856,46675.19785,43119.15702
BTC,02/03/21,49248.91401,45234.36876,49520.72499,45044.38376
BTC,03/03/21,47900.77688,49636.02146,50211.43717,47200.04217
BTC,04/03/21,50811.85517,48526.99036,52636.22299,48195.1231
BTC,05/03/21,48259.48708,50433.43615,51781.96783,47578.30723
BTC,06/03/21,49149.73083,48404.21363,49462.13301,46393.39146
BTC,07/03/21,48879.1519,48791.79051,49173.76187,47127.04097
BTC,08/03/21,50594.69857,48887.56641,51222.8723,48887.56641
BTC,09/03/21,51503.25813,50948.88071,51916.41395,49390.18272
BTC,10/03/21,54458.03781,52360.74816,54804.07845,51865.59003
BTC,11/03/21,56915.17394,54924.68653,57336.74541,53101.23637
BTC,12/03/21,57636.75796,55898.86482,58034.70396,54323.6085
BTC,13/03/21,57306.16626,57817.27021,58077.9516,55116.25835
BTC,14/03/21,60743.04182,57227.23345,61556.59449,56124.14999
BTC,15/03/21,60197.90199,60972.49128,61453.05834,59275.70383
BTC,16/03/21,56300.33411,58962.48846,60570.69365,54790.32931
BTC,17/03/21,56639.78395,55668.62353,56821.88244,53350.36773
BTC,18/03/21,58567.28378,56908.56502,58923.54893,54201.70163
BTC,19/03/21,57983.09474,58883.01836,60074.36985,57075.06857
BTC,20/03/21,58451.73147,57661.41518,59461.77526,56327.79283
BTC,21/03/21,58593.60245,58127.68804,59919.21177,57914.89451
BTC,22/03/21,57796.46737,58139.30027,58649.13419,55645.05427
BTC,23/03/21,54329.35863,57389.21162,58407.61921,53795.15409
BTC,24/03/21,54794.29771,54143.10604,55858.36925,53031.32679
BTC,25/03/21,52787.74553,54375.80763,57225.29881,51777.97109
BTC,26/03/21,52173.86798,52335.56503,53209.40638,50458.09997
BTC,27/03/21,54483.04573,51344.04898,54806.88151,51286.29118
BTC,28/03/21,56234.35611,55067.8244,56520.30729,54022.07694
BTC,29/03/21,55343.92582,55843.74892,56541.00653,54741.62637
BTC,30/03/21,57627.67925,55786.54607,58353.52939,54929.68059
BTC,31/03/21,58734.47543,57613.16126,59379.99216,57069.22927
BTC,01/04/21,58724.66452,58810.15589,59835.39233,56934.31212
BTC,02/04/21,58984.61293,58764.43309,59458.98456,57973.3521
BTC,03/04/21,58821.62699,58726.08457,60101.75233,58478.59835
BTC,04/04/21,57517.79877,58958.42898,59713.21014,57185.76801
BTC,05/04/21,58177.40276,57134.86005,58540.98471,56552.22227
BTC,06/04/21,58843.55954,58230.67554,59243.03618,56846.96905
BTC,07/04/21,58040.1876,59133.65574,59484.19947,57421.85309
BTC,08/04/21,56508.94286,58030.62185,58645.77297,55541.90613
BTC,09/04/21,57880.90568,55996.08036,58179.65686,55758.49118
BTC,10/04/21,58171.90902,58094.74413,58880.82161,57717.85978
BTC,11/04/21,59295.95004,58149.65059,61065.22262,57924.07526
BTC,12/04/21,59822.90168,59765.10382,60588.47197,59229.86011
BTC,13/04/21,59853.19724,59998.15991,61219.71861,59428.21475
BTC,14/04/21,63223.88439,59841.56137,63707.34236,59799.44058
BTC,15/04/21,62926.55718,63562.67354,64801.78787,61400.28397
BTC,16/04/21,63346.78904,62987.27018,63850.25073,62094.63291
BTC,17/04/21,61965.7826,63225.09392,63520.32537,60033.53467
BTC,18/04/21,60574.44473,61444.2325,62534.0285,59802.88927
BTC,19/04/21,56850.83017,60191.52541,60531.98885,52148.98354
BTC,20/04/21,56224.10159,56335.38914,57609.36812,54449.24533
BTC,21/04/21,56608.76975,55723.22726,57121.9439,53442.85166
BTC,22/04/21,54144.42748,56508.15124,56809.14639,53913.85052
BTC,23/04/21,51965.05956,53830.82386,55471.07637,50500.73186
BTC,24/04/21,50669.14438,51714.07397,52111.18507,47467.91203
BTC,25/04/21,50733.7695,51217.17233,51253.44295,48932.15881
BTC,26/04/21,48542.9522,50177.2374,50668.65902,47105.59307
BTC,27/04/21,53558.70784,49139.23095,54398.59279,48854.58137
BTC,28/04/21,55123.86198,54059.47407,55398.07415,53351.1154
BTC,29/04/21,54591.51533,55086.93871,56458.63581,53915.35483
BTC,30/04/21,53260.29534,54893.87167,55224.90796,52403.74361
BTC,01/05/21,57302.64642,53598.8795,57434.93313,53097.76279
BTC,02/05/21,57677.97522,57741.02091,58511.25605,57062.70007
BTC,03/05/21,56427.04313,57824.30019,57925.74157,56123.03951
BTC,04/05/21,57255.30684,56639.43979,59001.35964,56508.24045
BTC,05/05/21,53658.84312,57218.80533,57246.89119,53613.59522
BTC,06/05/21,57252.70218,53270.22912,57977.61342,52987.15866
BTC,07/05/21,56583.84988,57459.05218,58368.68209,55330.72786
BTC,08/05/21,57107.12067,56439.1334,58724.11078,55320.95812
BTC,09/05/21,58788.20968,57419.14789,59575.46311,57028.49805
BTC,10/05/21,58102.19143,58966.91501,59249.14168,56494.91533
BTC,11/05/21,55715.54665,58308.31805,59560.02546,53774.62824
BTC,12/05/21,56573.55547,55899.75297,56956.07503,54571.69321
BTC,13/05/21,52147.82119,56767.71106,58036.50978,51625.54785
BTC,14/05/21,49764.13208,49596.77889,51448.79858,46294.72018
BTC,15/05/21,50032.69314,49717.35435,51578.31254,48944.34654
BTC,16/05/21,47885.62525,49926.03507,50690.80295,47005.10229
BTC,17/05/21,45604.61575,46805.53785,49670.41417,43868.63897
BTC,18/05/21,43144.47129,46439.33657,46622.85344,42102.34643
BTC,19/05/21,46422.85755,47677.35083,48278.7173,45537.3313
BTC,20/05/21,46526.47222,46463.63147,46603.41156,46348.93704
BTC,21/05/21,46321.57496,46608.04244,47069.34297,46187.66792
BTC,22/05/21,45586.48378,46198.25429,46835.60592,44408.00461
BTC,23/05/21,44466.34352,45246.21476,45505.4202,43586.23772
BTC,24/05/21,43584.90038,44589.67941,44836.72239,43208.43018
BTC,25/05/21,43277.17221,43704.02959,44068.30506,42876.95461
BTC,26/05/21,42080.90764,43499.58835,44132.39409,41744.40306
BTC,27/05/21,42490.77539,41789.06737,42611.68638,41626.4189
BTC,28/05/21,41151.45092,42058.41345,42447.68829,40724.86688
BTC,29/05/21,40422.38667,41257.07001,41521.66139,39980.59379
BTC,30/05/21,40071.28539,40338.12323,40681.16114,39710.85547
BTC,31/05/21,39453.46054,40059.10015,40786.65596,39315.02694
BTC,01/06/21,37333.08437,36821.48316,37855.4613,36658.57846
BTC,02/06/21,37446.79352,37482.98496,37635.06976,37394.82241
BTC,03/06/21,37127.91452,37520.81522,37705.68862,36826.78403
BTC,04/06/21,37239.06835,37046.79399,37431.93713,36776.97302
BTC,05/06/21,37021.83239,37546.02028,37778.95654,37005.45354
BTC,06/06/21,37014.96162,36956.51707,37344.5848,36531.847
BTC,07/06/21,37490.14495,36922.93964,37962.93396,36315.61967
BTC,08/06/21,37350.43948,37480.3444,37671.53843,36993.20324
BTC,09/06/21,37383.49585,37265.87198,37642.16549,36939.96064
BTC,10/06/21,36755.18527,37389.82029,37421.55144,36606.08866
BTC,11/06/21,36808.18869,37279.6407,38077.45069,36441.42896
BTC,12/06/21,37217.42049,36732.0745,37552.73704,36624.71709
BTC,13/06/21,36634.7259,37015.86034,37032.64546,36539.18302
BTC,14/06/21,36582.89802,36651.1236,36652.2614,36365.62029
BTC,15/06/21,36188.28185,36806.1887,36842.23981,35787.64836
BTC,16/06/21,35878.70129,36498.35355,36543.34957,35762.10034
BTC,17/06/21,35718.08124,36171.80109,36436.84026,35656.61186
BTC,18/06/21,35490.5349,35854.83173,35976.25887,35242.45793
BTC,19/06/21,35733.47462,35342.26831,36694.69819,34752.88189
BTC,20/06/21,35947.53945,35693.87545,36135.18278,35693.74458
BTC,21/06/21,36243.50047,35904.6341,36329.8528,35153.20789
BTC,22/06/21,36334.06984,36043.921,36731.72461,35999.29191
BTC,23/06/21,36139.04857,36471.62422,36747.86253,35920.34303
BTC,24/06/21,36118.42903,36022.64396,36185.48199,35907.75869
BTC,25/06/21,35725.84013,36151.39709,36446.68451,35256.40127
BTC,26/06/21,35595.94774,35614.976,35878.20868,35478.50458
BTC,27/06/21,35722.39503,35649.56517,35783.27865,35541.87845
BTC,28/06/21,35719.29257,35689.55511,35937.33309,35490.61365
BTC,29/06/21,35938.55523,35691.06674,36202.95496,35637.22964
BTC,30/06/21,35687.95106,36002.5789,36080.19709,35219.96359
BTC,01/07/21,35024.09946,35534.01856,35712.14354,34755.86479
BTC,02/07/21,34539.46953,35262.41288,35448.11873,34251.37681
BTC,03/07/21,34797.13827,34467.08123,35028.33056,34424.06656
BTC,04/07/21,35340.53833,34769.00081,36489.31527,34728.22945
BTC,05/07/21,35030.37069,34888.51003,35483.05748,34670.80771
BTC,06/07/21,35163.85576,35086.75836,35453.33643,35013.99824
BTC,07/07/21,35732.43866,35342.59599,35804.88803,35155.84488
BTC,08/07/21,35694.84703,35752.49371,35881.13795,35406.12725
BTC,09/07/21,35664.86456,35714.16116,35987.62902,35602.37908
BTC,10/07/21,36126.2337,35463.1577,37199.40861,35223.04039
BTC,11/07/21,36328.13164,36152.12928,36590.70169,36135.32359
BTC,12/07/21,36849.14864,36226.54658,37151.43416,36107.23171
BTC,13/07/21,37200.7872,36783.96795,37551.63052,36560.2455
BTC,14/07/21,36963.74862,37121.3611,37208.62882,36867.84008
BTC,15/07/21,37162.53347,36900.4852,37683.29056,36748.00924
BTC,16/07/21,37513.70952,37333.6991,38200.68631,37228.6436
BTC,17/07/21,37840.93486,37461.11921,37938.01813,36957.04722
BTC,18/07/21,38219.65373,38060.80307,38518.1941,38048.69166
BTC,19/07/21,37934.3031,38272.979,38714.97532,37299.23457
BTC,20/07/21,38329.54549,37969.80597,38543.09706,37903.17047
BTC,21/07/21,39177.62061,38230.32088,39601.91661,38049.83894
BTC,22/07/21,39783.85035,38870.39751,40025.94459,37696.30557
BTC,23/07/21,39695.22162,39877.59063,39994.2053,39460.93885
BTC,24/07/21,39693.7383,39965.82914,39999.9968,39647.73278
BTC,25/07/21,40249.45151,39737.8189,40432.78041,39621.18244
BTC,26/07/21,41016.51435,40051.06764,41385.94043,38544.27284
BTC,27/07/21,40700.79076,40581.01224,40956.60979,40575.33274
BTC,28/07/21,40618.96599,40839.42204,40873.23547,40345.56299
BTC,29/07/21,40779.72629,40123.28056,41246.01193,39874.76648
BTC,30/07/21,40815.31552,40690.63646,41026.74822,40143.76755
BTC,31/07/21,40955.24103,40794.34708,41453.87641,40737.07559
BTC,01/08/21,41361.79369,41330.87758,41511.67953,41204.90704
BTC,02/08/21,41478.13615,41514.46603,41664.07832,41234.8378
BTC,03/08/21,41674.32407,41281.126,41700.94229,41240.3547
BTC,04/08/21,41667.8407,41788.22903,41839.19699,41233.01738
BTC,05/08/21,42089.1302,42053.08012,42495.24158,41832.34113
BTC,06/08/21,42284.44356,42099.90813,43158.04134,41916.46634
BTC,07/08/21,42269.82564,42298.66294,42348.08317,42064.59151
BTC,08/08/21,42406.42609,42453.39284,42465.4997,42229.38097
BTC,09/08/21,42440.46764,42449.69361,42770.23388,42212.91035
BTC,10/08/21,42848.74736,42710.50193,42945.08334,42484.66234
BTC,11/08/21,42875.34004,42926.7766,43421.89908,42433.06055
BTC,12/08/21,43111.74807,42728.38784,43547.86588,42516.8158
BTC,13/08/21,43149.04473,43655.48945,44022.97331,42795.80588
BTC,14/08/21,43458.43539,43505.81837,43882.5518,43414.25178
BTC,15/08/21,44237.23856,43047.40861,44357.00592,42510.09282
BTC,16/08/21,43793.09935,44120.76787,44648.39694,42761.77075
BTC,17/08/21,43925.55687,44214.34811,44368.78589,43911.18723
BTC,18/08/21,44291.43642,43934.82437,44435.47553,43861.98233
BTC,19/08/21,44355.66059,43800.05962,44625.05716,42918.26781
BTC,20/08/21,44611.49449,44220.78623,44708.70333,44135.5263
BTC,21/08/21,44901.89995,44744.66857,45567.36728,44587.64026
BTC,22/08/21,44779.48587,45173.72147,45368.51239,44475.22485
BTC,23/08/21,45258.96192,44820.94658,45422.00396,44313.50929
BTC,24/08/21,45253.36032,45559.67002,45699.65161,45134.21937
BTC,25/08/21,45704.57398,45072.41429,45738.70368,44934.5749
BTC,26/08/21,45707.43169,45718.65901,45721.62114,45550.27803
BTC,27/08/21,46088.44387,45919.40062,46695.48816,45598.39764
BTC,28/08/21,46334.0436,46014.20364,46370.54666,45276.3855
BTC,29/08/21,46527.3884,46048.86311,46752.27894,45593.73061
BTC,30/08/21,46323.40803,46323.9932,46347.12773,45701.47133
BTC,31/08/21,46420.64646,46308.83966,46520.58805,45537.97557
BTC,01/09/21,46390.10114,46965.75481,46976.5951,45517.95026
BTC,02/09/21,46678.26514,46084.17156,46899.37729,45904.24061
BTC,03/09/21,47032.90807,46431.88167,47218.42119,46087.3809
BTC,04/09/21,47061.43399,46946.66195,47486.23865,46693.3832
BTC,05/09/21,46919.66398,47102.81034,47468.78009,46597.65613
BTC,06/09/21,47101.73825,46700.18737,47361.59079,46573.60856
BTC,07/09/21,46657.81394,47091.45612,47267.62955,46463.74439
BTC,08/09/21,46603.31939,46445.64698,47069.71735,45817.80921
BTC,09/09/21,46222.08767,46893.62714,47008.5692,45777.42788
BTC,10/09/21,46238.83605,46492.77014,47013.87489,45852.06656
BTC,11/09/21,46102.51274,46125.54508,46158.55415,45918.31186
BTC,12/09/21,46635.85228,45932.28931,46812.90725,45139.08614
BTC,13/09/21,46365.81069,46352.63647,46454.52427,45893.97204
BTC,14/09/21,46854.50965,46414.53984,46867.70729,45784.60042
BTC,15/09/21,46428.37864,46955.34875,47413.4037,46045.19375
BTC,16/09/21,45940.65588,46363.30865,46542.5391,45754.58682
BTC,17/09/21,46097.76249,45982.43758,46487.44866,45937.80228
BTC,18/09/21,45403.11499,46235.32395,46846.21082,45174.01777
BTC,19/09/21,44980.53105,45264.3439,45292.58454,44978.10181
BTC,20/09/21,45302.04564,45129.12295,45556.37291,44972.58985
BTC,21/09/21,45076.75975,45389.40201,45631.43267,44583.27961
BTC,22/09/21,45092.39627,45167.87149,45175.94497,44877.27307
BTC,23/09/21,44448.03992,44937.63293,45697.09232,44112.46765
BTC,24/09/21,44349.75949,44651.53266,44998.61005,43727.00232
BTC,25/09/21,44753.98803,44168.22774,45060.23011,43553.27892
BTC,26/09/21,44763.65716,44825.57301,45154.06391,44626.26344
BTC,27/09/21,44651.89731,44992.34157,45048.14312,44473.57398
BTC,28/09/21,44887.96047,44385.03931,44945.54987,44126.40499
BTC,29/09/21,44909.5472,44431.77897,45226.20215,44285.08873
BTC,30/09/21,44520.16611,45053.95529,45794.88737,44226.32407
BTC,01/10/21,43056.26683,43552.36033,44154.13891,42594.97652
BTC,02/10/21,42827.77148,43168.95376,43440.05919,42492.65657
BTC,03/10/21,43462.89264,43034.92644,43586.16091,42918.5498
BTC,04/10/21,43811.65039,43448.86328,44300.61544,43387.60795
BTC,05/10/21,43735.12693,43970.81807,44465.73962,43635.96414
BTC,06/10/21,45033.29352,43642.77243,45647.40976,42931.92457
BTC,07/10/21,46008.36446,45051.91223,46020.06103,44035.39015
BTC,08/10/21,46860.99805,46301.35246,47146.43784,45619.7103
BTC,09/10/21,47864.09384,46671.51782,48225.31304,45631.05404
BTC,10/10/21,47785.01346,47743.86956,47792.78239,47475.79659
BTC,11/10/21,47705.59805,48031.30225,48032.57389,47648.2988
BTC,12/10/21,48315.46864,47898.0845,48343.45713,47671.56818
BTC,13/10/21,48596.39489,48361.44219,48850.34533,48109.90367
BTC,14/10/21,49602.57789,48207.58814,49806.86269,48116.21308
BTC,15/10/21,50835.80519,49021.03907,52236.99381,48908.41099
BTC,16/10/21,51685.69667,50713.35432,52038.27084,49966.59598
BTC,17/10/21,52576.194,51347.96639,53078.06476,51260.75962
BTC,18/10/21,52777.00581,52938.30435,53044.94892,52578.76865
BTC,19/10/21,53182.88125,53076.31494,53632.94671,52829.10545
BTC,20/10/21,54313.9563,53258.77802,55146.14549,52750.38103
BTC,21/10/21,54827.84074,54735.1558,54984.70534,54710.48354
BTC,22/10/21,54692.7897,54827.68243,55000.38523,53981.23601
BTC,23/10/21,56532.96681,54687.43296,57901.67136,54160.72551
BTC,24/10/21,56064.9405,56857.7185,56895.89597,54549.95061
BTC,25/10/21,56775.99819,56182.58466,56800.84487,55650.1595
BTC,26/10/21,57445.24265,56515.79779,58790.56329,55919.38938
BTC,27/10/21,58390.82958,57637.44748,59081.37832,56831.41128
BTC,28/10/21,59204.99227,58482.07049,59413.30962,58210.9453
BTC,29/10/21,60384.78456,59241.36929,61083.98868,58470.61984
BTC,30/10/21,60211.02693,60655.14358,61165.21816,59453.64383
BTC,31/10/21,60371.42158,59641.07577,61150.96474,58811.51109
BTC,01/11/21,61803.67038,61485.11188,62319.0693,60624.62482
BTC,02/11/21,61671.39447,61242.63566,62179.67896,61093.01426
BTC,03/11/21,61033.0964,62312.99359,62720.88474,60683.59103
BTC,04/11/21,61504.27901,61242.82897,61626.16643,60719.72108
BTC,05/11/21,60944.35744,61286.95731,61734.09452,60594.7352
BTC,06/11/21,61201.74612,60750.77595,61362.84949,60513.68652
BTC,07/11/21,61569.45138,61100.2668,61865.24166,60526.95746
BTC,08/11/21,61502.71413,61351.71803,61669.12393,60645.83364
BTC,09/11/21,60692.8542,61312.95787,61654.59352,59875.7691
BTC,10/11/21,60174.02532,60629.7205,61241.88729,60171.7378
BTC,11/11/21,59702.15002,59877.73198,59936.16112,59608.06555
BTC,12/11/21,59955.04491,59509.50633,60300.05101,59391.63184
BTC,13/11/21,59276.69626,59689.95952,60099.52232,58909.46617
BTC,14/11/21,59482.343,59658.55902,59902.47734,58850.2136
BTC,15/11/21,59420.6631,59473.16828,59723.04351,59264.49488
BTC,16/11/21,59315.38497,59640.77493,59707.85947,59126.5355
BTC,17/11/21,59291.56944,59385.31336,59747.80612,58597.84805
BTC,18/11/21,58739.93749,59776.37481,60312.26542,57570.12576
BTC,19/11/21,58966.80234,58681.76942,59572.58307,58327.1952
BTC,20/11/21,58922.31421,58968.26008,59191.4563,58819.022
BTC,21/11/21,58417.31992,59186.92676,59277.01129,57912.43907
BTC,22/11/21,58519.23933,58220.68921,58979.0017,57416.74648
BTC,23/11/21,59118.39334,58964.51902,59271.28122,58962.82131
BTC,24/11/21,58340.82546,58863.33352,59575.4926,57932.21955
BTC,25/11/21,58363.62632,58672.13237,59482.79233,58194.77372
BTC,26/11/21,58071.83816,58147.79964,58553.83773,57915.72342
BTC,27/11/21,58162.88544,58280.45923,58605.53867,58053.1782
BTC,28/11/21,57949.48296,57939.10091,58662.62469,57897.44677
BTC,29/11/21,57340.00367,57739.66917,57829.368,56587.23793
BTC,30/11/21,56893.15378,57252.44963,58186.08994,56387.81186
